SNO,RANK,ARNO,NAME,SEX,NEETNO,COM,MARKS,COLLEGENAME,QUOTA,COLLEGETYPE,FEES,COURSE,Year
12,3759,58706,UNKNOWN,F,506704834,BCM,325,"ADHIPARASAKTHI INSTITUTE OF MEDICAL SCIENCES, KANCHEEPURAM",MANG,PRIVATE,NULL,MBBS,2018
13,3768,57766,UNKNOWN,F,505901412,OC,324,"ADHIPARASAKTHI INSTITUTE OF MEDICAL SCIENCES, KANCHEEPURAM",MANG,PRIVATE,NULL,MBBS,2018
14,3772,50069,UNKNOWN,F,511805935,BC,324,"ADHIPARASAKTHI INSTITUTE OF MEDICAL SCIENCES, KANCHEEPURAM",MANG,PRIVATE,NULL,MBBS,2018
15,3779,61717,UNKNOWN,F,506822873,OC,324,"ADHIPARASAKTHI INSTITUTE OF MEDICAL SCIENCES, KANCHEEPURAM",MANG,PRIVATE,NULL,MBBS,2018
16,3798,55445,UNKNOWN,F,506602724,OC,324,"ADHIPARASAKTHI INSTITUTE OF MEDICAL SCIENCES, KANCHEEPURAM",MANG,PRIVATE,NULL,MBBS,2018
17,3826,67369,UNKNOWN,M,502401769,OC,323,"ADHIPARASAKTHI INSTITUTE OF MEDICAL SCIENCES, KANCHEEPURAM",MANG,PRIVATE,NULL,MBBS,2018
18,3832,54142,UNKNOWN,F,511516723,OC,323,"ADHIPARASAKTHI INSTITUTE OF MEDICAL SCIENCES, KANCHEEPURAM",MANG,PRIVATE,NULL,MBBS,2018
19,3845,50354,UNKNOWN,M,511903023,BC,322,"ADHIPARASAKTHI INSTITUTE OF MEDICAL SCIENCES, KANCHEEPURAM",MANG,PRIVATE,NULL,MBBS,2018
20,4004,53062,UNKNOWN,M,512401784,BC,318,"ADHIPARASAKTHI INSTITUTE OF MEDICAL SCIENCES, KANCHEEPURAM",MANG,PRIVATE,NULL,MBBS,2018
21,4025,53505,UNKNOWN,F,511527517,BC,318,"ADHIPARASAKTHI INSTITUTE OF MEDICAL SCIENCES, KANCHEEPURAM",MANG,PRIVATE,NULL,MBBS,2018
22,4032,50338,UNKNOWN,M,511519946,BC,318,"ADHIPARASAKTHI INSTITUTE OF MEDICAL SCIENCES, KANCHEEPURAM",MANG,PRIVATE,NULL,MBBS,2018
23,4081,64524,UNKNOWN,F,512804187,BC,316,"ADHIPARASAKTHI INSTITUTE OF MEDICAL SCIENCES, KANCHEEPURAM",MANG,PRIVATE,NULL,MBBS,2018
24,4093,57941,UNKNOWN,F,500817213,BC,316,"ADHIPARASAKTHI INSTITUTE OF MEDICAL SCIENCES, KANCHEEPURAM",MANG,PRIVATE,NULL,MBBS,2018
25,4109,63359,UNKNOWN,F,511801207,BC,316,"ADHIPARASAKTHI INSTITUTE OF MEDICAL SCIENCES, KANCHEEPURAM",MANG,PRIVATE,NULL,MBBS,2018
26,4147,61672,UNKNOWN,F,506821519,OC,315,"ADHIPARASAKTHI INSTITUTE OF MEDICAL SCIENCES, KANCHEEPURAM",MANG,PRIVATE,NULL,MBBS,2018
27,4151,68110,UNKNOWN,F,500801761,OC,315,"ADHIPARASAKTHI INSTITUTE OF MEDICAL SCIENCES, KANCHEEPURAM",MANG,PRIVATE,NULL,MBBS,2018
28,4227,59746,UNKNOWN,F,511521452,BC,313,"ADHIPARASAKTHI INSTITUTE OF MEDICAL SCIENCES, KANCHEEPURAM",MANG,PRIVATE,NULL,MBBS,2018
29,4400,59079,UNKNOWN,F,512402294,BC,309,"ADHIPARASAKTHI INSTITUTE OF MEDICAL SCIENCES, KANCHEEPURAM",MANG,PRIVATE,NULL,MBBS,2018
30,4433,69193,UNKNOWN,F,500500694,OC,308,"ADHIPARASAKTHI INSTITUTE OF MEDICAL SCIENCES, KANCHEEPURAM",MANG,PRIVATE,NULL,MBBS,2018
31,5440,52152,UNKNOWN,F,511807221,BC,284,"ADHIPARASAKTHI INSTITUTE OF MEDICAL SCIENCES, KANCHEEPURAM",MANG,PRIVATE,NULL,MBBS,2018
32,6751,66611,UNKNOWN,F,512301061,MBC/DNC,258,"ADHIPARASAKTHI INSTITUTE OF MEDICAL SCIENCES, KANCHEEPURAM",MANG,PRIVATE,NULL,MBBS,2018
33,7539,51334,UNKNOWN,F,511520877,MBC/DNC,244,"ADHIPARASAKTHI INSTITUTE OF MEDICAL SCIENCES, KANCHEEPURAM",MANG,PRIVATE,NULL,MBBS,2018
34,8399,51513,UNKNOWN,F,512404236,BC,229,"ADHIPARASAKTHI INSTITUTE OF MEDICAL SCIENCES, KANCHEEPURAM",MANG,PRIVATE,NULL,MBBS,2018
35,11745,50038,UNKNOWN,F,511526786,BC,180,"ADHIPARASAKTHI INSTITUTE OF MEDICAL SCIENCES, KANCHEEPURAM",MANG,PRIVATE,NULL,MBBS,2018
36,12124,64995,UNKNOWN,F,511502501,MBC/DNC,175,"ADHIPARASAKTHI INSTITUTE OF MEDICAL SCIENCES, KANCHEEPURAM",MANG,PRIVATE,NULL,MBBS,2018
37,12716,52340,UNKNOWN,F,511500693,BC,168,"ADHIPARASAKTHI INSTITUTE OF MEDICAL SCIENCES, KANCHEEPURAM",MANG,PRIVATE,NULL,MBBS,2018
38,13045,50039,UNKNOWN,F,511515492,BC,163,"ADHIPARASAKTHI INSTITUTE OF MEDICAL SCIENCES, KANCHEEPURAM",MANG,PRIVATE,NULL,MBBS,2018
39,13368,68825,UNKNOWN,F,511605070,BC,159,"ADHIPARASAKTHI INSTITUTE OF MEDICAL SCIENCES, KANCHEEPURAM",MANG,PRIVATE,NULL,MBBS,2018
40,13381,54173,UNKNOWN,M,511517491,MBC/DNC,159,"ADHIPARASAKTHI INSTITUTE OF MEDICAL SCIENCES, KANCHEEPURAM",MANG,PRIVATE,NULL,MBBS,2018
41,13908,65034,UNKNOWN,F,512403727,BC,152,"ADHIPARASAKTHI INSTITUTE OF MEDICAL SCIENCES, KANCHEEPURAM",MANG,PRIVATE,NULL,MBBS,2018
42,14302,52893,UNKNOWN,F,511901598,BC,147,"ADHIPARASAKTHI INSTITUTE OF MEDICAL SCIENCES, KANCHEEPURAM",MANG,PRIVATE,NULL,MBBS,2018
43,14829,50063,UNKNOWN,F,511509616,MBC/DNC,141,"ADHIPARASAKTHI INSTITUTE OF MEDICAL SCIENCES, KANCHEEPURAM",MANG,PRIVATE,NULL,MBBS,2018
44,15382,57089,UNKNOWN,F,512402654,BC,135,"ADHIPARASAKTHI INSTITUTE OF MEDICAL SCIENCES, KANCHEEPURAM",MANG,PRIVATE,NULL,MBBS,2018
45,15973,55666,UNKNOWN,M,511503406,BC,129,"ADHIPARASAKTHI INSTITUTE OF MEDICAL SCIENCES, KANCHEEPURAM",MANG,PRIVATE,NULL,MBBS,2018
46,16271,52188,UNKNOWN,M,510401588,BC,126,"ADHIPARASAKTHI INSTITUTE OF MEDICAL SCIENCES, KANCHEEPURAM",MANG,PRIVATE,NULL,MBBS,2018
47,16949,57413,UNKNOWN,F,512400148,MBC/DNC,119,"ADHIPARASAKTHI INSTITUTE OF MEDICAL SCIENCES, KANCHEEPURAM",MANG,PRIVATE,NULL,MBBS,2018
48,17292,60563,UNKNOWN,M,511520981,BC,115,"ADHIPARASAKTHI INSTITUTE OF MEDICAL SCIENCES, KANCHEEPURAM",MANG,PRIVATE,NULL,MBBS,2018
49,17650,60176,UNKNOWN,M,511506346,BC,110,"ADHIPARASAKTHI INSTITUTE OF MEDICAL SCIENCES, KANCHEEPURAM",MANG,PRIVATE,NULL,MBBS,2018
50,17706,52644,UNKNOWN,M,510404772,BC,110,"ADHIPARASAKTHI INSTITUTE OF MEDICAL SCIENCES, KANCHEEPURAM",MANG,PRIVATE,NULL,MBBS,2018
51,17859,53988,UNKNOWN,M,511525668,BC,108,"ADHIPARASAKTHI INSTITUTE OF MEDICAL SCIENCES, KANCHEEPURAM",MANG,PRIVATE,NULL,MBBS,2018
52,18908,51438,UNKNOWN,F,505006861,SC,96,"ADHIPARASAKTHI INSTITUTE OF MEDICAL SCIENCES, KANCHEEPURAM",MANG,PRIVATE,NULL,MBBS,2018
1,1168,13381,UNKNOWN,F,511520594,OC,405,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,GOVT,PRIVATE,NULL,MBBS,2018
2,1206,12870,UNKNOWN,F,511527118,OC,403,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,GOVT,PRIVATE,NULL,MBBS,2018
4,1358,1205,UNKNOWN,F,511522257,OC,396,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,GOVT,PRIVATE,NULL,MBBS,2018
5,1451,8160,UNKNOWN,F,511517550,OC,391,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,GOVT,PRIVATE,NULL,MBBS,2018
6,1463,1031,UNKNOWN,M,511519880,OC,390,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,GOVT,PRIVATE,NULL,MBBS,2018
7,1588,21603,UNKNOWN,M,511512082,OC,386,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,GOVT,PRIVATE,NULL,MBBS,2018
8,1663,13242,UNKNOWN,F,511528455,OC,383,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,GOVT,PRIVATE,NULL,MBBS,2018
9,1817,8042,UNKNOWN,M,511513417,OC,376,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,GOVT,PRIVATE,NULL,MBBS,2018
10,1848,957,UNKNOWN,F,511510080,OC,375,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,GOVT,PRIVATE,NULL,MBBS,2018
11,1912,15335,UNKNOWN,F,511504735,BC,372,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,GOVT,PRIVATE,NULL,MBBS,2018
12,1967,7290,UNKNOWN,F,511510957,BC,370,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,GOVT,PRIVATE,NULL,MBBS,2018
13,2060,7302,UNKNOWN,M,511513375,OC,367,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,GOVT,PRIVATE,NULL,MBBS,2018
14,2159,15712,UNKNOWN,F,511511054,OC,364,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,GOVT,PRIVATE,NULL,MBBS,2018
15,2165,17684,UNKNOWN,M,511510748,BC,364,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,GOVT,PRIVATE,NULL,MBBS,2018
16,2273,2629,UNKNOWN,M,500816906,BC,360,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,GOVT,PRIVATE,NULL,MBBS,2018
17,2294,19156,UNKNOWN,M,506010672,BC,360,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,GOVT,PRIVATE,NULL,MBBS,2018
18,2322,13435,UNKNOWN,F,511505892,OC,359,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,GOVT,PRIVATE,NULL,MBBS,2018
19,2331,7444,UNKNOWN,F,512208354,BC,358,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,GOVT,PRIVATE,NULL,MBBS,2018
20,2362,14594,UNKNOWN,M,512534441,OC,357,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,GOVT,PRIVATE,NULL,MBBS,2018
21,2367,331,UNKNOWN,F,511525389,BC,357,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,GOVT,PRIVATE,NULL,MBBS,2018
22,2387,4979,UNKNOWN,M,512401850,BC,356,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,GOVT,PRIVATE,NULL,MBBS,2018
23,2398,7648,UNKNOWN,F,511513605,BC,356,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,GOVT,PRIVATE,NULL,MBBS,2018
24,2448,12681,UNKNOWN,F,511524455,BC,354,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,GOVT,PRIVATE,NULL,MBBS,2018
25,2460,13145,UNKNOWN,M,512404163,BC,354,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,GOVT,PRIVATE,NULL,MBBS,2018
26,2483,18684,UNKNOWN,F,511522987,BC,353,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,GOVT,PRIVATE,NULL,MBBS,2018
27,2497,14565,UNKNOWN,F,511519837,BC,352,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,GOVT,PRIVATE,NULL,MBBS,2018
28,2506,7312,UNKNOWN,F,511520080,BC,352,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,GOVT,PRIVATE,NULL,MBBS,2018
29,2543,38,UNKNOWN,F,511512983,BC,351,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,GOVT,PRIVATE,NULL,MBBS,2018
30,2549,5956,UNKNOWN,F,508308856,BC,351,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,GOVT,PRIVATE,NULL,MBBS,2018
31,2551,15012,UNKNOWN,M,511903053,BC,351,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,GOVT,PRIVATE,NULL,MBBS,2018
32,2565,12879,UNKNOWN,M,511508103,BC,351,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,GOVT,PRIVATE,NULL,MBBS,2018
33,2577,10746,UNKNOWN,F,511801155,BC,350,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,GOVT,PRIVATE,NULL,MBBS,2018
34,2591,5853,UNKNOWN,F,511507945,BC,350,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,GOVT,PRIVATE,NULL,MBBS,2018
35,2602,23340,UNKNOWN,M,511511285,BC,350,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,GOVT,PRIVATE,NULL,MBBS,2018
36,2677,11702,UNKNOWN,M,511525068,BC,347,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,GOVT,PRIVATE,NULL,MBBS,2018
37,2702,1330,UNKNOWN,M,511512996,BC,347,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,GOVT,PRIVATE,NULL,MBBS,2018
38,2719,6492,UNKNOWN,M,512016863,BC,346,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,GOVT,PRIVATE,NULL,MBBS,2018
39,2741,10262,UNKNOWN,F,511902083,BC,345,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,GOVT,PRIVATE,NULL,MBBS,2018
40,2753,13405,UNKNOWN,F,511525470,BC,345,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,GOVT,PRIVATE,NULL,MBBS,2018
41,2803,12725,UNKNOWN,F,511501678,BC,344,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,GOVT,PRIVATE,NULL,MBBS,2018
42,2811,6299,UNKNOWN,F,511606449,BC,344,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,GOVT,PRIVATE,NULL,MBBS,2018
43,2812,4544,UNKNOWN,M,512000158,BC,344,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,GOVT,PRIVATE,NULL,MBBS,2018
44,2838,742,UNKNOWN,M,511509737,BC,343,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,GOVT,PRIVATE,NULL,MBBS,2018
45,3651,4889,UNKNOWN,M,512404092,BCM,323,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,GOVT,PRIVATE,NULL,MBBS,2018
46,3683,23590,UNKNOWN,F,511506110,BCM,322,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,GOVT,PRIVATE,NULL,MBBS,2018
47,4055,7578,UNKNOWN,F,511515238,MBC/DNC,313,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,GOVT,PRIVATE,NULL,MBBS,2018
48,4058,19818,UNKNOWN,F,511500538,MBC/DNC,313,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,GOVT,PRIVATE,NULL,MBBS,2018
49,4095,5989,UNKNOWN,M,511504681,MBC/DNC,313,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,GOVT,PRIVATE,NULL,MBBS,2018
50,4133,2807,UNKNOWN,M,512010514,MBC/DNC,312,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,GOVT,PRIVATE,NULL,MBBS,2018
51,4176,21511,UNKNOWN,F,511518113,MBC/DNC,311,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,GOVT,PRIVATE,NULL,MBBS,2018
52,4307,568,UNKNOWN,F,511522307,MBC/DNC,309,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,GOVT,PRIVATE,NULL,MBBS,2018
53,4374,1356,UNKNOWN,F,511515535,MBC/DNC,307,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,GOVT,PRIVATE,NULL,MBBS,2018
54,4557,6054,UNKNOWN,F,511806095,MBC/DNC,304,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,GOVT,PRIVATE,NULL,MBBS,2018
55,4568,12814,UNKNOWN,F,512204115,MBC/DNC,304,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,GOVT,PRIVATE,NULL,MBBS,2018
56,4617,9062,UNKNOWN,M,511513265,MBC/DNC,303,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,GOVT,PRIVATE,NULL,MBBS,2018
57,4643,10973,UNKNOWN,M,512400752,MBC/DNC,303,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,GOVT,PRIVATE,NULL,MBBS,2018
58,4665,15210,UNKNOWN,F,505030277,MBC/DNC,302,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,GOVT,PRIVATE,NULL,MBBS,2018
59,4790,10827,UNKNOWN,M,506010648,MBC/DNC,300,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,GOVT,PRIVATE,NULL,MBBS,2018
60,4857,5314,UNKNOWN,F,511900318,MBC/DNC,298,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,GOVT,PRIVATE,NULL,MBBS,2018
61,5095,19127,UNKNOWN,M,512401627,MBC/DNC,295,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,GOVT,PRIVATE,NULL,MBBS,2018
62,7185,885,UNKNOWN,F,511902089,SC,262,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,GOVT,PRIVATE,NULL,MBBS,2018
63,7822,342,UNKNOWN,F,511516181,SC,254,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,GOVT,PRIVATE,NULL,MBBS,2018
64,8643,747,UNKNOWN,F,511520947,SC,243,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,GOVT,PRIVATE,NULL,MBBS,2018
65,8746,7986,UNKNOWN,F,511508828,SC,242,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,GOVT,PRIVATE,NULL,MBBS,2018
66,8763,14369,UNKNOWN,M,511516586,SC,242,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,GOVT,PRIVATE,NULL,MBBS,2018
67,8805,2286,UNKNOWN,M,511525834,SC,241,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,GOVT,PRIVATE,NULL,MBBS,2018
68,8806,6711,UNKNOWN,F,511523263,SC,241,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,GOVT,PRIVATE,NULL,MBBS,2018
69,8905,16592,UNKNOWN,M,511512277,SC,240,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,GOVT,PRIVATE,NULL,MBBS,2018
70,8932,5998,UNKNOWN,F,511519584,SC,240,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,GOVT,PRIVATE,NULL,MBBS,2018
71,9267,13974,UNKNOWN,F,511902796,SC,235,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,GOVT,PRIVATE,NULL,MBBS,2018
72,9277,9368,UNKNOWN,M,512008455,SC,235,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,GOVT,PRIVATE,NULL,MBBS,2018
73,11978,1422,UNKNOWN,M,512403526,SCA,205,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,GOVT,PRIVATE,NULL,MBBS,2018
75,16333,13708,UNKNOWN,F,511502935,ST,162,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,GOVT,PRIVATE,NULL,MBBS,2018
1,3420,53831,UNKNOWN,F,511510082,OC,335,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,MANG,PRIVATE,NULL,MBBS,2018
2,4279,53295,UNKNOWN,M,511522022,BC,312,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,MANG,PRIVATE,NULL,MBBS,2018
3,4374,50952,UNKNOWN,F,500501936,BC,310,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,MANG,PRIVATE,NULL,MBBS,2018
4,4448,54155,UNKNOWN,M,511514205,BC,308,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,MANG,PRIVATE,NULL,MBBS,2018
5,4992,54225,UNKNOWN,M,511500334,OC,295,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,MANG,PRIVATE,NULL,MBBS,2018
6,5121,56348,UNKNOWN,M,511507081,BC,291,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,MANG,PRIVATE,NULL,MBBS,2018
7,5183,58150,UNKNOWN,M,511516000,BC,290,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,MANG,PRIVATE,NULL,MBBS,2018
8,5322,53776,UNKNOWN,M,506032336,OC,287,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,MANG,PRIVATE,NULL,MBBS,2018
9,5478,57296,UNKNOWN,F,511523762,BC,283,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,MANG,PRIVATE,NULL,MBBS,2018
10,5754,53688,UNKNOWN,F,511515061,OC,278,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,MANG,PRIVATE,NULL,MBBS,2018
11,5802,54932,UNKNOWN,F,511518781,OC,277,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,MANG,PRIVATE,NULL,MBBS,2018
12,5831,55491,UNKNOWN,M,512008800,BC,276,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,MANG,PRIVATE,NULL,MBBS,2018
13,6119,58594,UNKNOWN,M,511528363,OC,271,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,MANG,PRIVATE,NULL,MBBS,2018
14,6245,50953,UNKNOWN,F,511506059,OC,268,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,MANG,PRIVATE,NULL,MBBS,2018
15,6313,63590,UNKNOWN,F,511526584,OC,267,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,MANG,PRIVATE,NULL,MBBS,2018
16,6363,57299,UNKNOWN,F,511528772,BC,265,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,MANG,PRIVATE,NULL,MBBS,2018
17,6565,51558,UNKNOWN,F,511519387,BC,262,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,MANG,PRIVATE,NULL,MBBS,2018
18,6610,58138,UNKNOWN,M,511505948,OC,261,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,MANG,PRIVATE,NULL,MBBS,2018
19,6700,59076,UNKNOWN,F,511521711,BC,259,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,MANG,PRIVATE,NULL,MBBS,2018
20,6876,55155,UNKNOWN,M,511521920,BC,256,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,MANG,PRIVATE,NULL,MBBS,2018
21,6976,65799,UNKNOWN,F,511507584,BC,254,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,MANG,PRIVATE,NULL,MBBS,2018
22,7213,59896,UNKNOWN,F,511507666,OC,250,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,MANG,PRIVATE,NULL,MBBS,2018
23,7264,54885,UNKNOWN,M,511524115,OC,249,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,MANG,PRIVATE,NULL,MBBS,2018
24,7303,53506,UNKNOWN,M,511522391,BC,248,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,MANG,PRIVATE,NULL,MBBS,2018
25,7418,53364,UNKNOWN,F,511512894,BC,246,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,MANG,PRIVATE,NULL,MBBS,2018
26,7556,65679,UNKNOWN,F,511517715,BC,244,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,MANG,PRIVATE,NULL,MBBS,2018
27,7680,50111,UNKNOWN,F,511525615,OC,241,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,MANG,PRIVATE,NULL,MBBS,2018
28,8116,55687,UNKNOWN,F,511803834,BC,234,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,MANG,PRIVATE,NULL,MBBS,2018
29,8276,50187,UNKNOWN,F,511516681,BC,231,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,MANG,PRIVATE,NULL,MBBS,2018
30,8454,59251,UNKNOWN,F,511501552,OC,228,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,MANG,PRIVATE,NULL,MBBS,2018
31,8840,50536,UNKNOWN,F,511509926,BC,222,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,MANG,PRIVATE,NULL,MBBS,2018
32,8871,60153,UNKNOWN,F,511522425,OC,222,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,MANG,PRIVATE,NULL,MBBS,2018
33,8892,53600,UNKNOWN,F,511514892,BC,221,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,MANG,PRIVATE,NULL,MBBS,2018
34,8989,50606,UNKNOWN,F,511510234,OC,220,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,MANG,PRIVATE,NULL,MBBS,2018
35,8990,65140,UNKNOWN,F,511513627,BC,220,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,MANG,PRIVATE,NULL,MBBS,2018
36,9175,63125,UNKNOWN,F,511807743,BC,217,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,MANG,PRIVATE,NULL,MBBS,2018
37,9500,58926,UNKNOWN,F,511518008,BC,212,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,MANG,PRIVATE,NULL,MBBS,2018
38,9686,59641,UNKNOWN,F,511516383,BC,209,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,MANG,PRIVATE,NULL,MBBS,2018
39,9690,59949,UNKNOWN,M,511505120,OC,209,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,MANG,PRIVATE,NULL,MBBS,2018
40,9691,54205,UNKNOWN,F,511502970,BC,209,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,MANG,PRIVATE,NULL,MBBS,2018
41,9717,60774,UNKNOWN,F,511507797,BC,209,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,MANG,PRIVATE,NULL,MBBS,2018
42,9744,52944,UNKNOWN,F,511519648,BC,208,SRI MUTHUKUMARAN MEDICAL COLLEGES & HOSPITAL,MANG,PRIVATE,NULL,MBBS,2018
